"STATION","NAME","DATE","TMAX","TMIN"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","2015-11-26","61","50"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","2015-11-27","56","38"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","2015-11-28","39","36"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","2015-11-29","42","34"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","2015-11-30","46","39"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","2015-12-01","44","30"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","2015-12-02","39","32"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","2015-12-03","37","33"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","2015-12-04","48","33"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","2015-12-05","46","29"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","2015-12-06","50","33"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","2015-12-07","40","35"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","2015-12-08","49","39"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","2015-12-09","54","44"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","2015-12-10","59","44"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","2015-12-11","51","43"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","2015-12-12","56","44"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","2015-12-13","62","45"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","2015-12-14","61","43"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","2015-12-15","44","40"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","2015-12-16","54","36"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","2015-12-17","36","31"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","2015-12-18","33","26"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","2015-12-19","32","18"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","2015-12-20","50","28"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","2015-12-21","54","41"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","2015-12-22","42","36"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","2015-12-23","59","42"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","2015-12-24","44","36"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","2015-12-25","44","37"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","2015-12-26","43","41"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","2015-12-27","41","36"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","2015-12-28","42","32"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","2015-12-29","41","30"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","2015-12-30","31","27"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","2015-12-31","30","25"
